Tube Name:,Time,Medium,All Events ,P1 Events,V1L Events,V1R Events,P2 Events,H1-UR Events,H1-UL Events,H1-LL Events,H1-LR Events,H2-UR Events,H2-UL Events,H2-LL Events,H2-LR Events,P3 Events,All Events  % Total,P1 % Total,V1L % Total,V1R % Total,P2 % Total,H1-UR % Total,H1-UL % Total,H1-LL % Total,H1-LR % Total,H2-UR % Total,H2-UL % Total,H2-LL % Total,H2-LR % Total,P3 % Total,All Events  % Parent,P1 % Parent,V1L % Parent,V1R % Parent,P2 % Parent,H1-UR % Parent,H1-UL % Parent,H1-LL % Parent,H1-LR % Parent,H2-UR % Parent,H2-UL % Parent,H2-LL % Parent,H2-LR % Parent,P3 % Parent,All Events  Mean FITC-A,P1 Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P2 Mean FITC-A,H1-UR Mean FITC-A,H1-UL Mean FITC-A,H1-LL Mean FITC-A,H1-LR Mean FITC-A,H2-UR Mean FITC-A,H2-UL Mean FITC-A,H2-LL Mean FITC-A,H2-LR Mean FITC-A,P3 Mean FITC-A,All Events  Mean ECD-A,P1 Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P2 Mean ECD-A,H1-UR Mean ECD-A,H1-UL Mean ECD-A,H1-LL Mean ECD-A,H1-LR Mean ECD-A,H2-UR Mean ECD-A,H2-UL Mean ECD-A,H2-LL Mean ECD-A,H2-LR Mean ECD-A,P3 Mean ECD-A,All Events  Mean FSC-A,P1 Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,P2 Mean FSC-A,H1-UR Mean FSC-A,H1-UL Mean FSC-A,H1-LL Mean FSC-A,H1-LR Mean FSC-A,H2-UR Mean FSC-A,H2-UL Mean FSC-A,H2-LL Mean FSC-A,H2-LR Mean FSC-A,P3 Mean FSC-A,All Events  Mean SSC-A,P1 Mean SSC-A,V1L Mean SSC-A,V1R Mean SSC-A,P2 Mean SSC-A,H1-UR Mean SSC-A,H1-UL Mean SSC-A,H1-LL Mean SSC-A,H1-LR Mean SSC-A,H2-UR Mean SSC-A,H2-UL Mean SSC-A,H2-LL Mean SSC-A,H2-LR Mean SSC-A,P3 Mean SSC-A,All Events  Mean PE-A,P1 Mean PE-A,V1L Mean PE-A,V1R Mean PE-A,P2 Mean PE-A,H1-UR Mean PE-A,H1-UL Mean PE-A,H1-LL Mean PE-A,H1-LR Mean PE-A,H2-UR Mean PE-A,H2-UL Mean PE-A,H2-LL Mean PE-A,H2-LR Mean PE-A,P3 Mean PE-A,All Events  Mean FSC-Width,P1 Mean FSC-Width,V1L Mean FSC-Width,V1R Mean FSC-Width,P2 Mean FSC-Width,H1-UR Mean FSC-Width,H1-UL Mean FSC-Width,H1-LL Mean FSC-Width,H1-LR Mean FSC-Width,H2-UR Mean FSC-Width,H2-UL Mean FSC-Width,H2-LL Mean FSC-Width,H2-LR Mean FSC-Width,P3 Mean FSC-Width,All Events  Mean Time,P1 Mean Time,V1L Mean Time,V1R Mean Time,P2 Mean Time,H1-UR Mean Time,H1-UL Mean Time,H1-LL Mean Time,H1-LR Mean Time,H2-UR Mean Time,H2-UL Mean Time,H2-LL Mean Time,H2-LR Mean Time,P3 Mean Time
D7,10:00:37,#3,37005,31514,18884,12630,36672,4,13901,71,9601,9,20518,2398,13747,23577,100.00%,85.16%,51.03%,34.13%,99.10%,0.01%,37.57%,0.19%,25.95%,0.02%,55.45%,6.48%,37.15%,63.71%,100.00%,85.16%,59.92%,40.08%,99.10%,0.02%,58.96%,0.30%,40.72%,0.02%,55.95%,6.54%,37.49%,74.81%,32315.4,32616.1,112.3,81214.9,32333.4,19536.1,116.9,80.7,55544.4,34469.1,122.1,42,86041.8,22691.2,28893.7,31525.5,50734.9,2804.2,28919.7,37135.4,52643.9,178.3,1184.1,54207.2,50586.2,49.1,1601.1,31527.9,31311.9,33577.4,27802.7,42211.6,31316.8,50288,28214.2,25652.4,33445.3,58052.2,27690.3,6245.5,41085.5,30340.4,23091.3,23030,19076.7,28940.8,23109.6,28419.3,20267.7,16951.9,22852.5,38033.5,21284.4,6789.2,28671,21311.7,10491.9,11427,18376.7,1036.1,10501.1,13393.3,19067.1,-19.4,448.2,19886.5,18345.9,48.8,609.5,11426.7,690.5,756,725.3,802,690.4,817.7,725.5,698.7,744.2,1064.7,687.9,336.4,755.5,733,1479038.6,1484214.5,1478208.4,1493194.5,1483513.1,1562147.8,1470931.6,1526872.1,1487371.3,1583296,1480620.9,1451990.9,1493263.1,1477810.1
D8,10:02:27,#4,21505,7497,5933,1564,21271,0,4926,30,681,1,7614,11758,1898,5637,100.00%,34.86%,27.59%,7.27%,98.91%,0.00%,22.91%,0.14%,3.17%,0.00%,35.41%,54.68%,8.83%,26.21%,100.00%,34.86%,79.14%,20.86%,98.91%,0.00%,87.39%,0.53%,12.08%,0.00%,35.80%,55.28%,8.92%,75.19%,15627.4,41702.2,133.2,199393.4,15481.3,####,120,17,71573.6,493.7,201.6,25.8,172530.9,8751.7,22239,58290.9,71914.8,6608.8,22302.3,####,60954.4,272,1892.6,501.3,61399.6,32,3434.9,53496.3,19020.5,38727.4,32191,63523.1,19021.3,####,30231,22974.9,34944.5,51993,35775.8,2718.6,52786.2,30761.8,24096.9,33478,26869.7,58546.3,24135.3,####,24795.6,22220.5,29962.2,33712.2,45825.9,5827.2,50534.5,25406.1,8819.4,21377.2,26373.9,2422.2,8847.5,####,22374.7,-26.2,715.4,369.5,24322.3,44.8,1305.6,19638.8,455.4,768.4,744.3,860.1,455.2,####,741.8,725.3,761.7,774.1,648.1,291.1,697.6,744.1,1486664.6,1506774.3,1507121.6,1505456.5,1492112.3,####,1515189.3,1135480.1,1482689.8,1121088,1515848.4,1476513.5,1493721.1,1509242.3
D5,9:58:53,#1,146662,127084,53209,73875,145092,29,40781,158,64750,65,60954,1772,82301,105718,100.00%,86.65%,36.28%,50.37%,98.93%,0.02%,27.81%,0.11%,44.15%,0.04%,41.56%,1.21%,56.12%,72.08%,100.00%,86.65%,41.87%,58.13%,98.93%,0.03%,38.58%,0.15%,61.25%,0.04%,42.01%,1.22%,56.72%,83.19%,11720.9,12980.5,118.6,22244.3,11719.5,4810,126.4,77,21758.3,8676.4,129.9,43.7,20556.7,13376.7,5629.8,5980.1,12550.4,1247.9,5631.2,9682.5,13393.2,212.2,1124,12643.9,11912.3,58.2,1093.8,5857.9,31256.7,34283,30233.7,37199.6,31254.5,40352.9,31499.1,26035.5,36379.1,59351.5,28435.3,6958.9,33843.4,34482.3,24658,27234.3,23837.3,29681.1,24658.3,33279.6,25579.3,21628.8,29124.2,48388.6,21801.1,8869.2,27095.6,27746.7,2038,2160.5,4513.4,465.8,2038.7,3589.4,4816.7,-11.6,419.9,4590,4293.7,52.9,409.4,2116.2,658,732.2,724,738,658,763.1,724.4,702.2,731.2,932.4,670.2,322.6,656,728.5,1479705.8,1482771.5,1479545.3,1485095.3,1484836.3,1505544.9,1475312.1,1570699.6,1484005.6,1495525,1482169.8,1411707.9,1488377.1,1480787.6
E1,10:21:10,#4,31560,13642,11826,1816,31272,0,9648,37,649,3,14462,14644,2163,10334,100.00%,43.23%,37.47%,5.75%,99.09%,0.00%,30.57%,0.12%,2.06%,0.01%,45.82%,46.40%,6.85%,32.74%,100.00%,43.23%,86.69%,13.31%,99.09%,0.00%,93.36%,0.36%,6.28%,0.01%,46.25%,46.83%,6.92%,75.75%,15534.1,34701.9,130.2,259836.7,15451.1,####,120.2,115.4,72254.6,61749.6,127.8,24.5,222280.9,4650.4,29042.8,64582.7,72378.2,13817,29092.1,####,60209.4,188.6,1911.8,148102.7,62209.7,29.6,4259.8,56333.3,21518.8,38814.6,32755.7,78270.4,21499.6,####,30492.3,23244.2,35344.3,12583866,30884.3,2986,66670.3,30771.1,25178.2,33263.1,27397,71463.9,25153.4,####,24895,22714.1,29636.9,25176430,32532.1,7345.3,61499.6,25185,10730.4,23660.7,26519.8,5041.9,10747.6,####,22095.1,-101.9,745.5,105376.7,22931,41.1,1642.7,20674.8,496.5,774.5,748.8,942.3,496.6,####,745.1,701.3,769.8,4310.7,659.4,291.8,789.2,746.5,1483013.4,1498420.9,1498216.8,1499750.4,1484551.4,####,1501102.1,1443114.9,1433652.8,1912364.4,1497476.1,1468959.9,1503100,1496658.5
E2,10:22:00,#1,46588,28204,13205,14999,46166,6,11132,8,11303,10,16434,11184,18538,22449,100.00%,60.54%,28.34%,32.19%,99.09%,0.01%,23.89%,0.02%,24.26%,0.02%,35.28%,24.01%,39.79%,48.19%,100.00%,60.54%,46.82%,53.18%,99.09%,0.03%,49.59%,0.04%,50.35%,0.02%,35.60%,24.23%,40.16%,79.60%,8601.6,13790.8,195.2,25760.3,8615.1,3671.1,184.7,-48,20639,8249.8,176.4,26.5,21277.7,10484.2,5811.4,9226.3,18459,1098,5815,5731.9,17739.2,183.2,883.7,13125.1,15317.6,35.4,873.8,9243,41756.3,66243.4,61089.8,70780.5,41790.2,66910,58054.8,37419.1,61320.8,146151.4,51340.5,2973.3,56685.9,59694.2,34562.2,50182.6,45521.7,54286,34585.4,44235.5,42447.7,28808.1,45612.1,92471.2,42825.1,5838.6,44592.5,44036.5,2203.1,3416.2,6791.3,444.8,2205,2303.8,6493.6,-135.1,356.9,5330.3,5761.6,43.7,354.2,3400.3,552,812.3,801.2,822.1,552.3,843.1,798.8,726.4,802.3,1144.5,643.9,287.2,630.6,800.5,1490616.5,1487937.1,1496888,1480057,1497044.9,1108778.1,1494757.1,1008249.1,1477315.4,1582542.8,1504078.1,1501270.5,1488214.5,1485698.8
E3,10:23:00,#2,25051,19664,10313,9351,24872,7,7525,11,7815,4,12018,2116,10734,15358,100.00%,78.50%,41.17%,37.33%,99.29%,0.03%,30.04%,0.04%,31.20%,0.02%,47.97%,8.45%,42.85%,61.31%,100.00%,78.50%,52.45%,47.55%,99.29%,0.05%,49.00%,0.07%,50.89%,0.02%,48.32%,8.51%,43.16%,78.10%,15317.1,18453.8,124,38669.4,15331,1526,127,-12.2,34732.5,14704.9,123.3,48.6,35370.8,17736.7,10854.9,12199.2,22415.3,932,10873.6,2018,23645.5,198.5,831.6,22177.3,21739.4,55.3,836.4,12009.8,34122.3,39573.3,37250.3,42135.3,34148.1,41111.8,38800.8,33109.2,40655.5,63738.8,35036.9,6925.2,38508.3,39741.6,24334.5,28147.8,25570.1,30990.7,24349.1,28020.1,27957.9,23249.2,30173.7,56308.5,24063.4,7733.9,27932.5,29082.1,3983.5,4456.8,8163.7,368.5,3990.3,917.8,8605.4,-119.8,329.9,8861.3,7947.5,61.7,332.4,4384.6,660.5,755.4,750.6,760.6,660.8,750.3,751.2,709.3,752.7,1044.3,693.9,347.1,685.3,751.9,1488876.5,1489447.5,1485648.4,1493637.6,1490161.1,1988902.4,1479109.3,1857816.1,1485033.6,1374982.3,1483221.3,1507122,1494630.6,1482627.5
E5,13:05:10,#2,29381,23099,11681,11418,29083,5,10728,9,10582,1,13128,2714,13240,21324,100.00%,78.62%,39.76%,38.86%,98.99%,0.02%,36.51%,0.03%,36.02%,0.00%,44.68%,9.24%,45.06%,72.58%,100.00%,78.62%,50.57%,49.43%,98.99%,0.02%,50.31%,0.04%,49.62%,0.00%,45.14%,9.33%,45.52%,92.32%,7732.8,9555.8,132.6,19196.1,7739.1,304.9,132,-11.1,16587.6,14177.7,125.4,34.3,16867.3,8298.1,6416.6,7804.8,14677.3,774,6408.1,315.6,14774.5,239.7,635.7,20595.6,13554.8,55,623.1,7748.6,44511.5,55256.5,52684,57888.3,44491.1,44607.5,52369.3,45888.9,53809,128801.8,47395.7,5230.3,49652.5,53079.2,33336.7,40014.3,37018.4,43079.3,33329,29911.7,37091.9,29060.4,39590.9,69846.3,34393.6,7617.4,37541.1,38326.9,2364,2857.4,5347.5,309.9,2360.7,167.1,5382.4,-55.8,255.3,6617.9,4965.6,51.6,250.9,2834.6,632.1,782.6,776.6,788.7,631.9,714.3,774.1,742.5,773.1,829.4,678.8,295.4,654.4,773.6,1504443.1,1504630,1504658.9,1504600.5,1508882,1189805.8,1502877.8,1614227.3,1501619,2735988,1507336.6,1508193.3,1510463,1502226.6
E6,13:06:06,#3,100827,74143,53489,20654,99822,4,40939,1314,12881,21,56828,20421,22552,55138,100.00%,73.53%,53.05%,20.48%,99.00%,0.00%,40.60%,1.30%,12.78%,0.02%,56.36%,20.25%,22.37%,54.69%,100.00%,73.53%,72.14%,27.86%,99.00%,0.01%,74.25%,2.38%,23.36%,0.02%,56.93%,20.46%,22.59%,74.37%,20399.7,25326.5,179.1,90452.3,20384.7,24825.5,155,233.5,39715.9,51458.6,188.6,106.8,89609.1,9400.7,26574.2,33897.8,45682.1,3379.4,26583.1,30860.5,40631.3,323,822.9,165673.4,45838.9,189.6,1831.2,30370.2,43910.2,53681.4,45909.1,73810,43933.6,53025.5,39415.3,37110.1,39573.4,598555.9,43887.7,10238,74044.5,39398.3,33248.7,37351.8,31728.8,51914.2,33275,38765.4,27875.1,24078.1,28013.5,1435828.3,31571.2,13326.6,54325.7,27817.7,9782.1,12396.5,16694.1,1266.5,9785.8,11644.9,14844.1,191.5,317.1,190818,16775.1,124.2,754,11101,705.3,851.7,813.2,951.3,705.4,795.9,779.8,766.5,777.7,1291.2,760.2,355.7,883.5,779,1487971,1487203.1,1486319.4,1489491.8,1493589.1,2486269.5,1483661.8,1513490.8,1485322.3,1564552.3,1493552.5,1487941.6,1498729.4,1484833.3
E7,13:07:00,#4,39484,33489,31178,2311,39085,1,25784,343,600,2,33841,2575,2667,26728,100.00%,84.82%,78.96%,5.85%,98.99%,0.00%,65.30%,0.87%,1.52%,0.01%,85.71%,6.52%,6.75%,67.69%,100.00%,84.82%,93.10%,6.90%,98.99%,0.00%,96.47%,1.28%,2.24%,0.01%,86.58%,6.59%,6.82%,79.81%,20244.2,23124.3,112.2,333583.4,20198.6,7212.9,101.5,104.8,54107.8,93042.4,109.8,68.1,294482.7,1314.2,58861.8,66016,68861.9,27621.6,58837.1,23023.2,57129.9,706.3,1673,279450.5,67468.9,272.4,5689.4,55159.6,30836.8,34620,30444.6,90951.3,30854.7,32461,28596.2,26021.5,31444.3,1898925,28782.4,10699.8,75208.4,28627.2,27998.4,30132.7,25346.7,94701.5,28003.3,18690.6,23252.3,18665.4,27800.5,7659652.5,24437.1,15644.1,79463.9,23295.4,21259.5,23811.2,24837.3,9967.2,21251,8559.9,20664.6,303.3,623.5,196945.5,24349.7,184,2141.1,19953,654.1,744.6,723.7,1027.7,654.4,698.2,718.7,702.5,737.4,1535.9,661.3,380.4,829.7,718.9,1539742.9,1547568.6,1546410,1563199.5,1544288.9,340176,1552592.8,1365097.3,1599104.3,1041615.5,1549705.1,1446349.1,1570501.9,1551185.4
E8,13:08:17,#5,34177,21059,18601,2458,33872,1,12137,307,450,4,20382,10540,2946,12895,100.00%,61.62%,54.43%,7.19%,99.11%,0.00%,35.51%,0.90%,1.32%,0.01%,59.64%,30.84%,8.62%,37.73%,100.00%,61.62%,88.33%,11.67%,99.11%,0.01%,94.12%,2.38%,3.49%,0.01%,60.17%,31.12%,8.70%,61.23%,39565.9,61193.7,250.8,522381.2,39567.2,67790.5,153.3,424.1,189566.1,55983.6,253.8,46.9,452928.9,6775,103508,156905.8,176383.9,9504.4,103427.9,126085.7,103662.4,859.4,3837.6,64137.7,170718.1,75.1,7699.9,97733,35675,51298.1,45788.2,92994.4,35674.9,31963.6,33441.7,31897.6,39595.6,70334.1,44521,5363.8,82870.8,33619.6,30939,40883.7,35294.1,83183.4,30937.6,38304.2,25521.3,27846.9,33128,82123.2,36350.5,8581.5,73403.3,25843.1,37704.2,57105.9,64173.4,3623,37677.3,45429.3,38110.4,535.3,1454.8,23612.5,62150.5,64.8,2945,35937.2,631.3,871.3,843,1085.6,631.1,784.7,768.1,766.8,803.1,994.6,767.4,287.5,916.5,769.2,1486640.1,1494604.3,1495220.1,1489943.8,1493329.6,1876078,1504878.5,1438457.9,1494247.9,1738252.3,1504387.1,1470068.4,1499718.6,1502955
F1,22:31:39,#1,200907,171613,114077,57536,199772,840,85973,2561,46545,94,119621,11617,68440,135919,100.00%,85.42%,56.78%,28.64%,99.44%,0.42%,42.79%,1.27%,23.17%,0.05%,59.54%,5.78%,34.07%,67.65%,100.00%,85.42%,66.47%,33.53%,99.44%,0.62%,63.25%,1.88%,34.24%,0.05%,59.88%,5.82%,34.26%,79.20%,9292.9,10524,278.3,30838.2,9296.9,6306.2,119.9,109.3,26056,4709.8,130.6,50.6,26893.6,9039.6,7192.7,7823.2,11091.2,1343.6,7193.1,6032.1,11475.1,164.3,984.9,8420.8,11298.4,184.4,1205.7,7636,25126.9,27596.3,25218.3,32311.4,25131.5,30163,24935.8,21328.9,28752,30867,24659.3,8405.4,28788.1,26207,22383.9,23624.2,21670.9,27497,22386.6,25661.8,21504.1,15778,23872.2,26919.7,22202.8,9909.5,24819.3,22232.8,2633.3,2841.6,4025.2,495,2633.6,2288.9,4158.9,47.2,360.2,3549.9,4132.7,88,444.3,2769,629.1,700.3,692.6,715.7,629.2,716.6,695.1,661.5,705.1,712.8,661.3,278.2,632.4,698,1813567.8,1830574,1826945,1837769.4,1812651.9,1869996.3,1841094.3,1789805.8,1848673.8,1830694,1822582.4,1651753.6,1822581,1842902
F2,22:32:12,#2,135530,111951,95074,16877,134643,89,65086,840,14111,6,109494,5520,19623,80126,100.00%,82.60%,70.15%,12.45%,99.35%,0.07%,48.02%,0.62%,10.41%,0.00%,80.79%,4.07%,14.48%,59.12%,100.00%,82.60%,84.92%,15.08%,99.35%,0.11%,81.23%,1.05%,17.61%,0.00%,81.32%,4.10%,14.57%,71.57%,10751,12026.7,122.9,79085,10756.4,56866.6,123.2,160.4,74367.5,58750.5,121.2,58,73094.3,13261.8,22694.1,24176.8,28102.2,2063.6,22697.9,27605,31002.4,334.5,1354.3,137459.9,27522.8,148.4,2083.7,25455.8,34739.2,37146.4,35053.3,48937,34750.1,66694.8,36506.5,28016.4,46052.4,112027.3,34102.7,10812.3,45072.9,38132.1,22581.5,25168.5,23414.9,35047.4,22586.6,45611.2,25864,19383.5,32664.8,81046.9,21591.4,9046.7,31930.2,27015.7,8239.9,8774.3,10193.7,778.9,8241.4,10108.8,11246.5,153.6,519.2,51035.7,9986.8,84.9,783.6,9239.7,697.5,759.8,755.4,784.4,697.6,839.3,751.6,703.1,770.9,834.6,714.3,372.6,695.5,754.6,1522592.1,1517968.1,1519205.1,1510999.6,1526377,1441514.3,1519425.4,1521089.6,1504124.3,1608932.5,1528052.8,1511428.1,1521206.1,1516661.6
F3,22:32:49,#3,244957,200000,164371,35629,44901,135,151937,6945,34087,3,33066,4442,7390,193104,100.00%,81.65%,67.10%,14.55%,18.33%,0.06%,62.03%,2.84%,13.92%,0.00%,13.50%,1.81%,3.02%,78.83%,100.00%,81.65%,82.19%,17.81%,18.33%,0.07%,78.68%,3.60%,17.65%,0.01%,73.64%,9.89%,16.46%,96.55%,8549.5,9977.6,108.4,55508.2,8603.2,48110.5,102.3,134.1,50429.2,14461.4,102.7,55.4,51773.9,9020.8,24406.8,27577,33279.1,1271,22615.8,30218.1,34453.8,214.9,992.9,27470,30450.1,107.1,1089.2,27312.9,25612.8,28375.4,26739.4,35922.9,25237.9,53188.2,26646.6,23185.4,33209,1237207,25240.9,10390.5,33656.8,27699,19391.5,21327.7,20117.9,26909.1,19401.7,41306.9,20465.2,12225.3,25037.1,370392.3,19567.5,8078.2,25323.6,20990.5,8930.1,10062.7,12139.2,482.6,8290.8,11058,12566.9,112,379.7,11728.5,11154.5,71.8,416.2,9966.6,662.3,731.1,724,763.6,655,891.9,723.7,687.7,746.5,1394.7,676.6,414.3,702.6,726.6,8209875.5,8228502,8237589,8186579.5,1502859.9,8470365,8249222.5,8480223,8203404,1555760.4,1502489.3,1513880.1,1497872.9,8249597.5
F4,22:33:51,#4,139098,119702,119563,139,137874,0,112664,4477,97,1,129345,8320,208,117238,100.00%,86.06%,85.96%,0.10%,99.12%,0.00%,81.00%,3.22%,0.07%,0.00%,92.99%,5.98%,0.15%,84.28%,100.00%,86.06%,99.88%,0.12%,99.12%,0.00%,96.10%,3.82%,0.08%,0.00%,93.81%,6.03%,0.15%,97.94%,658.2,507.4,118.2,335334.4,660,####,115.4,85.2,104105.5,35832,110.9,53.5,366200,200.3,63944.7,71900.5,71974.7,8086.7,63969.8,####,69553.2,531.3,3880.1,64701.5,68163.9,124.8,9678,66863.1,24228.1,26871.9,26802.5,86556.2,24240.8,####,26423.6,19127.3,39172.5,46981.7,24635.4,10931.4,311113.2,26155.6,23162.7,24645.3,24571.5,88154.3,23173.9,####,24348.2,13407.6,35259.2,49000.7,23253.5,10139.2,494917.4,23939.5,23067.1,25929.3,25956,2986.3,23076.1,####,25113.7,213.6,1409.1,22263,24585.2,77,4611.9,24143.2,601.7,689.3,688.9,1011.4,601.8,####,686.8,634.3,740.1,886.3,610.6,455.8,954.7,684.8,1536176.1,1551466.5,1551476.9,1542538.1,1539554,####,1553718.8,1511536,1573846.6,2592928,1543850,1474550,1463205,1552124.6
F5,22:34:51,#5,66793,50751,50702,49,66221,0,40538,808,28,3,53179,12902,137,41374,100.00%,75.98%,75.91%,0.07%,99.14%,0.00%,60.69%,1.21%,0.04%,0.00%,79.62%,19.32%,0.21%,61.94%,100.00%,75.98%,99.90%,0.10%,99.14%,0.00%,97.98%,1.95%,0.07%,0.00%,80.31%,19.48%,0.21%,81.52%,1026.4,820,162.8,680881.3,1034.2,####,122,131.8,360936.1,2141.6,173.7,34.5,429141.6,366.3,79674.9,97873.3,97950.3,18157.5,79697.9,####,73904,569.8,7297.6,3455,99198.6,73.9,10416.2,72426.7,38341.4,44860.1,44798.5,108632.2,38365.5,####,31569.4,26528.6,48629.9,804338.1,46232.8,4720.3,136308.2,31482.5,23335.6,24436,24389.3,72685.9,23358.9,####,19261.2,16424.3,39587.4,189785.3,27184.5,6998.9,75453.3,19219.6,28949.3,35469.6,35497.4,6681.7,28958.9,####,26816.4,277.9,2716.5,2550.3,36035.2,63,4030.1,26281.8,766.3,878.8,878.5,1173.3,766.4,####,797.8,752.1,849,4321.9,864.1,356.8,1325.7,796.9,1502588.3,1500245.9,1500169.5,1579334.4,1507412.5,####,1513819.6,1494606.5,1621984.8,1647126,1503078.5,1524962,1533948.9,1513517.6
F6,25:28:41,#4,65968,57489,57459,30,64260,0,55091,707,13,1,61222,2996,41,55811,100.00%,87.15%,87.10%,0.05%,97.41%,0.00%,83.51%,1.07%,0.02%,0.00%,92.81%,4.54%,0.06%,84.60%,100.00%,87.15%,99.95%,0.05%,97.41%,0.00%,98.71%,1.27%,0.02%,0.00%,95.27%,4.66%,0.06%,97.08%,393.8,371.2,122.5,476660.6,401.3,####,114.7,74.4,105563.1,156792.8,116.2,36.6,448993.8,138.8,55297.8,61451.6,61478.8,9217.3,55343.5,####,53550,458,2640.4,397901,58049.5,97.8,43269.9,52865.6,27677.4,30113.1,30069.2,114230.3,27698.5,####,28492.4,22370.3,36863.3,9621742,28211,7870.4,477429.8,28416.8,25235.6,26706.3,26663.7,108258.9,25280.7,####,25345.5,14035.8,34946.5,26568884,25112.8,7723.4,911592.8,25204.4,20226,22466.3,22476.3,3490.8,20239.3,####,19645.3,187.8,922,229831.7,21218.3,63.1,27723.6,19394.5,659.6,733.5,733.3,1155.3,659.7,####,724.3,685.8,711.9,3907.1,673,381.6,1101.5,723.8,1314724.1,1314167.4,1314172.1,1305049,1343570.1,####,1313328,1542331.3,1412514.9,292383,1339654.8,1423340.3,1386637.5,1316252
F7,25:30:18,#5,30953,15874,15863,11,30673,0,13315,393,5,3,17801,12819,50,13713,100.00%,51.28%,51.25%,0.04%,99.10%,0.00%,43.02%,1.27%,0.02%,0.01%,57.51%,41.41%,0.16%,44.30%,100.00%,51.28%,99.93%,0.07%,99.10%,0.00%,97.10%,2.87%,0.04%,0.01%,58.03%,41.79%,0.16%,86.39%,409.7,731.7,202.7,763552.9,412.4,####,139.9,161.8,67946.3,14278,202.4,30.5,172235.9,165.2,56145.9,100780,100839.7,14651.2,56193.7,####,69927.4,617.2,1978.3,30166.7,96758.3,66.5,5823.5,67916.2,32210.2,50784,50722.2,139935.7,32272.1,####,33996.3,31286.1,34651.5,3371211.5,50628.6,3755.1,607852.6,33918.9,25236.3,35409.6,35351.3,119436.3,25268.3,####,25272.8,25010,29527.4,3770527.8,37216.8,6970.8,237745.8,25266.8,20615.2,36909.7,36931.5,5474.5,20633.3,####,25675,367.2,712.2,23693.7,35499.6,55.9,3398.1,24940.6,626.8,892.4,892.2,1257.7,627.2,####,786.2,765.6,766.6,2426.5,839.4,329,1426.7,785.6,1500939.1,1511730.8,1511750.4,1483381.3,1505801.6,####,1512681.6,1492061.9,1259169.6,1365829.6,1516357.6,1491339.3,1463878.5,1511998.3
F8,26:57:03,#4,223447,200000,199949,51,221300,0,190951,906,37,0,215033,6206,61,191894,100.00%,89.51%,89.48%,0.02%,99.04%,0.00%,85.46%,0.41%,0.02%,0.00%,96.23%,2.78%,0.03%,85.88%,100.00%,89.51%,99.97%,0.03%,99.04%,0.00%,99.51%,0.47%,0.02%,0.00%,97.17%,2.80%,0.03%,95.95%,167.1,174.8,120.2,213991.7,167.7,####,111.8,83.6,73588.1,####,115.9,27.4,196891.5,125.8,47136.7,50510.1,50472.7,196802.2,47136.5,####,43750,910.3,2085.3,####,48503.2,201.7,4243.4,43539.7,27415.1,29581.3,29570.5,71916.1,27410,####,27764.7,24180.5,38125.8,####,28067.1,4300.4,62113.6,27749.8,25747.1,27511,27501.3,65661.3,25747.5,####,25984.1,16131.7,32145.7,####,26285.5,6848.8,51658.5,25938.7,17332,18579.3,18565.9,70771,17331.5,####,16150.4,327.9,786.4,####,17833.5,90.9,1563.4,16072.8,671.1,736,735.9,921.9,671.2,####,722.1,695.8,757.1,####,685.1,188.7,761,722,547457.3,547349.8,547366.2,483325.2,552686.1,####,547210.2,535036.3,478306.3,####,552628.5,555250.8,494663.5,547139.4
G1,27:25:13,#5,68173,48043,48030,13,67663,0,36359,994,4,1,51366,16225,71,37357,100.00%,70.47%,70.45%,0.02%,99.25%,0.00%,53.33%,1.46%,0.01%,0.00%,75.35%,23.80%,0.10%,54.80%,100.00%,70.47%,99.97%,0.03%,99.25%,0.00%,97.33%,2.66%,0.01%,0.00%,75.91%,23.98%,0.10%,77.76%,283.7,375.3,175.2,739575.5,279.2,####,132,116.4,182050.5,1283.4,175.3,30,132453.5,151.1,61710.4,81539.1,81371.3,701562.8,61815.5,####,59096.6,486.8,11759,2016.9,81400.6,71.2,3390.7,57532.1,37763.9,47775.1,47666.4,449496.3,37833.6,####,34038.4,27157.3,20051.3,128059.6,48072.1,4816.3,174541.2,33853.8,24694.6,27861.1,27803.4,240951.1,24719.5,####,21229.4,21111.1,19672.8,442020.3,29767.5,8321.5,114072.8,21226.1,22758.9,29958.5,29898.1,253240.4,22799.3,####,21729.8,355.6,3989.4,1789.4,30007.8,72.5,1531.2,21159.2,733.7,890,889.5,2732.1,734.4,####,802.1,739.6,689.1,916.5,859.2,336.5,1386.9,800.5,1501620.8,1507296.1,1507381.6,1191343.8,1502946.4,####,1559082,1525748.5,1075654.3,1985064,1504240.5,1498529.3,1569330,1558143.3
